"0","title","body","0000-00-00","0","0"
"8699195","cannot be cast to java.lang.Comparable","<pre><code>import java.util.HashMap;
import java.io.*;
import java.util.*;
public class Fegan implements Comparable{
HashMap&lt;String, Integer&gt; cart = new HashMap&lt;String, Integer&gt;();
List list = new ArrayList&lt;FoodItems&gt;();
int x =0;
public void addToCart(FoodItems f)
{
    cart.put(f.name, f.valueOfFood);
}
public String display(FoodItems f)
{
    return(f.name + "" costs "" + f.valueOfFood);
}
public void addToList(FoodItems f)
{
    //FoodItems temp = (FoodItems) f;
    list.add(f);
}
public int compareTo(Object o)
{
    //FoodItems temp = (FoodItems) o;
    if(this.x == ((FoodItems)o).valueOfFood)
        return 0;
    else if (this.x &lt;((FoodItems)o).valueOfFood)
        return 1;
    else 
        return -1;
}
public void sortMap(List list)
{
    for(int i =0; i&lt; list.size(); i++)
    {
        FoodItems temp = (FoodItems) list.get(i);
        cart.put(temp.name, temp.valueOfItem);

    }
}
}
</code></pre>

<hr>

<pre><code>import java.util.Collections;
import java.util.HashMap;
import java.util.Iterator;
import java.io.*;
import java.util.*;
public class Test {
public static void main(String [] args)
{
    HashMap&lt;String, Integer&gt; cart = new HashMap&lt;String, Integer&gt;();
    FoodItems firts = new FoodItems(""Chocolate"" , 50);
    FoodItems second = new FoodItems(""Juice"", 79);
    FoodItems third = new FoodItems(""Apple"", 200);
    FoodItems forth = new FoodItems(""Orange"", 300);
    FoodItems fifth = new FoodItems(""Milk"" , 400);
    ArrayList items = new ArrayList();
    items.add(firts);
    items.add(second);
    items.add(third);
    items.add(forth);
    items.add(fifth);
    Collections.sort(items);
    Iterator itr = items.iterator();
    Fegan myFegan = new Fegan();
    myFegan.sortMap(items);

    while(itr.hasNext()){
        Object element = itr.next();
        System.out.println(element + ""
"");
    }
}
}
</code></pre>

<p>Why it is writing:</p>

<pre><code>Exception in thread ""main"" java.lang.ClassCastException: FoodItems cannot be cast to java.lang.Comparable
at java.util.ComparableTimSort.countRunAndMakeAscending(Unknown Source)
at java.util.ComparableTimSort.sort(Unknown Source)
at java.util.ComparableTimSort.sort(Unknown Source)
at java.util.Arrays.sort(Unknown Source)
at java.util.Collections.sort(Unknown Source)
at Test.main(Test.java:21)
</code></pre>
","2012-01-02","33","2"
"33175848","Project euler # 25 code heap space error","<p>I am trying to complete problem 25 on the project euler website but I am getting the Java heap space error. How do i go about solving this?</p>

<pre><code>import java.util.ArrayList;
public class Problem25 {
    public static void main(String[] args){
        int a = 1;
        int b = 1;
        int c;
        ArrayList&lt;Integer&gt; nums = new ArrayList&lt;Integer&gt;();
        nums.add(1);
        nums.add(1);
        for(int i = 2; ;i++){
            c = a+b;
            nums.add(c);
            if(nums.get(i).toString().length() == 1000)
                System.out.print(nums.get(i));
            a++;
            b++;
        }
    }
}
</code></pre>
","2015-10-16","0","2"
"41253457","Read and analyze text files containing both numbers and letters on the same line","<p>I'm given a task to read data from a text file and save it to a Set. Text file represents an imaginary bill containing certain item description and it's price, quantity and total sum. I only need item's name and price. Text file looks like this: </p>

<pre><code>Item_name   Item_price(float value with comma as format symbol)  Quantity(int)  Total(float)
Item_name   Item_price(float value with comma as format symbol)  Quantity(int)  Total(float)
</code></pre>

<p>(Text file contains multiple items). Also, items sometimes have numbers in their name, eg. LG 4k TV 1000U).</p>

<p>I tried to solve it like this: </p>

<pre><code>private void readAndSave(Path file) {
    try (BufferedReader br = new BufferedReader(new InputStreamReader(
             new BufferedInputStream(new FileInputStream(file.toString()))))) {


        Set&lt;Item&gt; items = new TreeSet&lt;&gt;();
        String line;
        while ((line = br.readLine()) != null) {


            float price = 0, numb;
            boolean priceFound = false;
            String name = """";
            String[] lineElements;
            lineElements = line.split("" "");

            for(String temp: lineElements) {
                if((numb = getNumberRepresentation(temp)) != -1) {
                    if(!priceFound) {
                        price = numb;
                        priceFound = true;
                    }
                    break;
                }

                name += temp + "" "";
            }
            items.add(new Item(name, price));

        }
    } catch (FileNotFoundException fe) {
        System.out.println(""File not found!"");
    } catch (IOException e) {
        System.out.println(""Error while opening/writing files!"");
    }

}
</code></pre>

<p>Class <code>Item</code> contains two variables(String, float) representing name and price of an item and extends <code>Comparable</code>.</p>

<p>And here is <code>getNumberRepresentation</code> method</p>

<pre><code>private float getNumberRepresentation(String temp) {
    try {

        DecimalFormatSymbols symbols = new DecimalFormatSymbols();
        symbols.setDecimalSeparator(',');
        DecimalFormat format = new DecimalFormat(""0.##"");
        format.setDecimalFormatSymbols(symbols);
        return format.parse(temp).floatValue();

    } catch(Exception e) {
        return -1;
    }
}
</code></pre>

<p>I've tried to use the logic that, if a price is found, then the name must also be already found and all other Strings from the line can be skipped. Problem here is that sometimes I get a number from an item's name as price(1000U, from previous example). Is there a better and more efficient solution to this problem?     </p>

<p><strong>Edit: File sample</strong></p>

<p><code>Escape from Paradise City                                   70,00  1135   79450,00 
 Sony ITC60, TV cabel                                      111,26   111    12349,86</code></p>
","2016-12-21","0","1"
"33190830","Counter in Java (non GUI)","<p>I am trying to make a counter so that as long as the person keeps on responding yes during the loop, it keeps counting and then after each response says how many times already the person has said yes (y) in this case. </p>

<p>Here is the code so far:</p>

<pre><code>/**
* Write a description of class dummygameclass here.
* 
* @author (your name) 
 * @version (a version number or a date)
 */

   import java.util.*;
          public class dummygameclass
    {
    // instance variables - replace the example below with your own
  public static void main(String [] args) throws InterruptedException{

   Scanner reader = new Scanner(System.in);

   int i1, i2, i3, i4, i5, i6, i7, i8, i9;
   String s1, s2, s3, s4, s5, s6, s7, s8, s9;
 boolean loop = true;
            while(loop=true){
   System.out.println(""You walk up the stairs, but you shockingly see yourself back in the same room, same position, climb again?"");
       s3 = reader.next();
       if(s3.equals(""y"")){
            System.out.println(""You walk up the stairs, but you shockingly see yourself back in the same room, same position, climb again?"");
       s3 = reader.next();
       int counter = 0;
       counter++;
       System.out.println(counter);

        }else if(s3.equals(""n"")){

            System.out.println(""You have chosen not to climb the staircase."");
            loop=false;
            break;

        }


  }
  }
  }
</code></pre>

<p>But this doesnt do me any good, what can I do?  The counter just either doesn't show anything or a '1' but nothing else?</p>
","2015-10-17","0","4"
"33183011","Array index out of bounds exception -1","<p>I have this assignment due within 40 minutes from now... I submit it to this online thing and it tests the methods etc and I'm getting this error. I know what out of bounds is, but I don't understand where it is occurring in the code it specifies:</p>

<pre><code>public int countNeighbours(int x, int y) {
    int neighbourCount = 0;


    for (int i = 0; i &lt; cells.length; i++) {
        for (int j = 0; j &lt; cells.length; j++) {

            if ((cells[x][y].isAlive() == true) &amp;&amp; (x &lt; cells.length) &amp;&amp; (y &lt; cells.length) &amp;&amp; (x &gt;= 0)
                    &amp;&amp; (y &gt;= 0)) {

                neighbourCount++;
            }

            else if ((cells[x][y].isAlive() == false) &amp;&amp; (x &lt; cells.length) &amp;&amp; (y &lt; cells.length) &amp;&amp; (x &gt;= 0)
                    &amp;&amp; (y &gt;= 0)) {
                neighbourCount--;
            }

            else if (!(x &lt; cells.length) || !(y &lt; cells.length) || !(x &gt;= 0) || !(y &gt;= 0)) {
                return 0;
            }

            else {
                neighbourCount = neighbourCount;
            }

        }
    }
    return neighbourCount;
}
</code></pre>

<p>I don't know if it actually even works, I had a different code for this, but had issues with it.</p>

<p>Anyway, the online thing basically tests for an invalid coordinate and makes sure my code returns the correct value for an invalid coordinate (i.e. returns 0). </p>

<p>So I don't know why there is an out of bounds error, I feel like I have specified the bounds completely.</p>

<p>I also have a sub question, it also fails a test where the cell has 8 neighbours but my code returns -9. So obviously it's only going through the one which returns neighbourCount-- but I really don't understand why. Have I missed something in the specifications? Or perhaps it's related to a completely different part of my code. </p>
","2015-10-17","1","1"
"49437157","Exception in thread ""main"" NumberFormatException","<p>Exception in thread ""main"" java.lang.NumberFormatException: For input string: ""1001""</p>

<p>I dont understand why this code throws exception.</p>

<p><code>1001   elma    87</code> --> This is the text file and I'm sure this is a number.</p>

<pre><code>public class Food {
    public String[][] foodArray = new String[1000][100];
    public int sayac = 0;

    public void readText() {
      try (Scanner sc = new Scanner(new BufferedReader(new FileReader(""food.txt"")))) {
        while (sc.hasNextLine()) {
            String bilgiler = sc.nextLine().trim();
            foodArray[sayac] = bilgiler.split(""	"");
            System.out.println(Integer.parseInt(foodArray[sayac][0]));
            sayac++;
        }
    } catch (FileNotFoundException e) {
        e.printStackTrace();
    }
}
</code></pre>

<p>}</p>

<pre><code>Exception in thread ""main"" java.lang.NumberFormatException: For input string: ""1001""
at java.lang.NumberFormatException.forInputString(NumberFormatException.java:65)
at java.lang.Integer.parseInt(Integer.java:580)
at java.lang.Integer.parseInt(Integer.java:615)
at Food.readText(Food.java:13)
at Main.main(Main.java:11)
</code></pre>
","2018-03-22","0","3"
"33183965","Simple java timer not working","<p>I am new to programming and i used following code to run a timer. When this method is called with <code>boolean run = true</code>it is working fine but not stops when <code>boolean run = false</code>. How can i solve this ?</p>

<pre><code>    private void countTime(boolean run){
        new Thread(){
            public void run(){
                int mm = 00;
                int hh = 00;
                while(run){
                    for (int i=1 ;i&lt;61 ;i++){
                        try{
                            int ss = i;
                            Thread.sleep(1000);
                            if (ss == 60){
                                mm += 1;
                                if (mm == 60){
                                }
                            }
                            if (mm == 60){
                                hh += 1;
                                mm = 0;
                            }
                            if (ss &lt; 10){
                                lblClock.setText(Integer.toString(hh) + "":"" + 
                                        Integer.toString(mm) + "":"" + ""0"" 
                                        + (Integer.toString(ss))
                                );
                            } else {
                                lblClock.setText(Integer.toString(hh) + "":"" + 
                                        Integer.toString(mm) + "":"" 
                                        + (Integer.toString(ss))
                                );
                            }
                        } catch (InterruptedException ex) {
                        }
                    }
                }
            }
        }.start();
}
</code></pre>
","2015-10-17","1","3"
"16651972","Variable length argument list to function?","<p>I have received a Java library that has a class with the following function.   I have never used this type of function before so I am not sure what it is called or how to use it.</p>

<pre><code>class SomeTree {

      public void setNode (Node... nodes) {
      }  
   }
</code></pre>

<p>Correct me if I am wrong, but the method will accept multiple arguments, right ?
If I don't know the number of arguments in advance, how will I call it ?</p>

<p>Suppose I have a ""Node[ ] nodeArray"" to pass to the setNode().   How would I do that ?</p>
","2013-05-20","0","5"
"41260511","Read out from another method","<p>So I got this piece of code:</p>

<pre><code>public static ArrayList&lt;Vehicle&gt; readVehicles() throws IOException {

    ArrayList&lt;Vehicle&gt; out = new ArrayList&lt;Vehicle&gt;();
    JSONParser parser = new JSONParser();
    JSONObject jsonObject = new JSONObject();

    try {
        jsonObject = (JSONObject) parser.parse(new FileReader(""Vehicles.json""));
    } catch (ParseException e) {
        e.printStackTrace();
    }

    JSONArray jsonvehicles = (JSONArray) jsonObject.get(""Vehicles"");
    Iterator i = jsonvehicles.iterator();

    while (i.hasNext()) {
        JSONObject v = (JSONObject) i.next();
        /*
         * Engines(); Chassis(); Tires();
         */
        // out.add(new Vehicle(...);
    }
    return out;
}

public static ArrayList&lt;Engine&gt; readEngines() throws IOException {
    ArrayList&lt;Engine&gt; out = new ArrayList&lt;Engine&gt;();
    JSONParser parser = new JSONParser();
    JSONObject jsonObject = new JSONObject();

    try {
        jsonObject = (JSONObject) parser.parse(new FileReader(""Engines.json""));
    } catch (ParseException e) {
        e.printStackTrace();
    }

    JSONArray jsonengines = (JSONArray) jsonObject.get(""Engines"");
    Iterator i = jsonengines.iterator();

    while (i.hasNext()) {
        JSONObject v = (JSONObject) i.next();
        String name = (String) v.get(""name"");
        int price = (int) v.get(""price"");
        int quality = (int) v.get(""quality"");
        int maxSpeed = (int) v.get(""maxSpeed"");
        int maxAccelaration = (int) v.get(""maxAcceleration"");

        out.add(new Engine(name, price, quality, maxSpeed, maxAccelaration));
    }
    return out;
}
</code></pre>

<p>and so on, regarding at <code>tires()</code>, and chassis. </p>

<p>My question is, how do I get the output of for example, engine, into vehicle?</p>

<p>See, a vehicle consists of engines, chassis and tires. And a engine as the properties quality, name, price and so on. How do I kinda add this to a new vehicle? </p>

<p>It's probably already been asked, but I really don't know how to ask this (native language isn't English). Sorry if I sound really vague, but to be honest, I'm not sure what I'm asking.</p>
","2016-12-21","0","1"
